,Path,svd_1,svd_2,svd_3,svd_4
56,/Users/gyf/Desktop/earning call analysis/GRMN/2021/Q3/,0.02712799537860433,0.002735713592716583,-0.015801733360065434,-0.003774568226439352
57,/Users/gyf/Desktop/earning call analysis/ANET/2022/Q1/,0.02204622870574378,-0.008603064034325777,-0.01433279941108249,-0.035661010319977184
58,/Users/gyf/Desktop/earning call analysis/ANET/2021/Q1/,0.020459101487825523,-0.013021930425893353,-0.005179082354146383,-0.035907738361656685
59,/Users/gyf/Desktop/earning call analysis/ANET/2021/Q2/,0.02072949267716595,-0.007254542471780809,-0.005074863064539916,-0.026638090071405714
60,/Users/gyf/Desktop/earning call analysis/ANET/2021/Q4/,0.020507157760592032,-0.016129474430286943,-0.008478602772611062,-0.041157256657028324
61,/Users/gyf/Desktop/earning call analysis/ANET/2021/Q3/,0.01815944879151479,-0.007005546666304198,-0.006279854355141509,-0.02643490028384672
62,/Users/gyf/Desktop/earning call analysis/BRO/2021/Q1/,0.02701774667650243,0.01323099563670275,-0.030110964185146468,-0.006793714036569063
63,/Users/gyf/Desktop/earning call analysis/BRO/2021/Q2/,0.02757520599255088,0.01417506368921719,-0.029682945937101694,0.0008226244512569138
64,/Users/gyf/Desktop/earning call analysis/BRO/2021/Q3/,0.02639405833860222,0.0104232308451409,-0.026574276446191893,0.001338221614584476
65,/Users/gyf/Desktop/earning call analysis/CAH/2022/Q2/,0.02542982142151223,-0.008258330343700068,-0.0024319578609713513,0.02698363822390713
66,/Users/gyf/Desktop/earning call analysis/CAH/2021/Q4/,0.027091543838667444,-0.011550249449492548,-0.010260094058642808,0.027909016981764817
67,/Users/gyf/Desktop/earning call analysis/CAH/2021/Q3/,0.025964671253510492,-0.0033429816307538065,-0.0024703211446450153,0.026210369691672487
68,/Users/gyf/Desktop/earning call analysis/ZM/2022/Q1/,0.012487954269262134,-0.021244750515639895,0.026686038620135806,-0.03760123079195664
69,/Users/gyf/Desktop/earning call analysis/ZM/2022/Q2/,0.013454666220711111,-0.02645380789475358,0.03252550439657206,-0.0425423881953699
70,/Users/gyf/Desktop/earning call analysis/ZM/2022/Q4/,0.013127375689921303,-0.026596885934321243,0.025674710145500237,-0.03625343675995941
71,/Users/gyf/Desktop/earning call analysis/ZM/2022/Q3/,0.01312927498219956,-0.0250741066818918,0.029110852622733635,-0.04214649339344826
72,/Users/gyf/Desktop/earning call analysis/FBHS/2021/Q1/,0.02836578625002446,-0.00846308791658885,-0.004001757798611288,0.030123216669459166
73,/Users/gyf/Desktop/earning call analysis/FBHS/2021/Q2/,0.025305269142325115,-0.015081051881266069,0.02524934937595276,0.0028837253895919093
74,/Users/gyf/Desktop/earning call analysis/FBHS/2021/Q3/,0.0290159367214064,-0.006195942733403463,-0.003423806811274938,0.04120677359193193
75,/Users/gyf/Desktop/earning call analysis/PFE/2021/Q1/,0.01689522587786158,-0.012675476639543675,0.008780118217192436,0.011448449546827444
76,/Users/gyf/Desktop/earning call analysis/PFE/2021/Q2/,0.015891802233199942,-0.010308657016653207,0.008710231089236103,0.010795718790888533
77,/Users/gyf/Desktop/earning call analysis/PFE/2021/Q4/,0.019529687387377762,-0.012225566395197335,0.018338112007618423,0.004238280886709617
78,/Users/gyf/Desktop/earning call analysis/PFE/2021/Q3/,0.018392970269960163,-0.014163276333919918,0.007756303718995002,0.011869574327059266
79,/Users/gyf/Desktop/earning call analysis/REG/2021/Q1/,0.02183843835364499,0.020192971111865656,0.016546734671821255,-0.013858457111556104
80,/Users/gyf/Desktop/earning call analysis/REG/2021/Q2/,0.020091254795290128,0.026436149184243956,0.019219668222089214,-0.013021411052577493
81,/Users/gyf/Desktop/earning call analysis/REG/2021/Q3/,0.02071467739484744,0.023486602431486654,0.00972061822551215,-0.009714902659887434
82,/Users/gyf/Desktop/earning call analysis/TFX/2021/Q1/,0.0254400458464948,0.001782229084016542,-0.020458782782290005,0.01293342085516434
83,/Users/gyf/Desktop/earning call analysis/TFX/2021/Q2/,0.024166965361101363,0.005665031193438598,-0.02265983719014027,0.017112541220521693
84,/Users/gyf/Desktop/earning call analysis/TFX/2021/Q3/,0.024363065880230288,0.007801255518566001,-0.021928140228453807,0.019830737392032886
85,/Users/gyf/Desktop/earning call analysis/APTV/2021/Q1/,0.02380020131833976,0.0036867329000071568,0.01944433022755513,0.02287811834195051
86,/Users/gyf/Desktop/earning call analysis/APTV/2021/Q2/,0.023899342290436637,-0.007910550581856982,0.021067705232761403,0.009494979912500524
87,/Users/gyf/Desktop/earning call analysis/APTV/2021/Q3/,0.022483695046505752,-0.008740672263620046,0.0135373642764642,0.016088776756834115
88,/Users/gyf/Desktop/earning call analysis/AAL/2022/Q1/,0.02252278002356429,0.017867110827579843,0.02231051701266589,-0.023076268609325316
89,/Users/gyf/Desktop/earning call analysis/AAL/2021/Q1/,0.018684779672698493,0.01765660280382136,0.02767971844872624,-0.02367296073959802
90,/Users/gyf/Desktop/earning call analysis/AAL/2021/Q4/,0.021381423732491384,0.009019900732894146,0.029065742741146927,-0.0235088067610411
91,/Users/gyf/Desktop/earning call analysis/AAL/2021/Q3/,0.023012983462100896,0.021962386026126077,0.020928494113359192,-0.02327924596154559
92,/Users/gyf/Desktop/earning call analysis/CDW/2021/Q1/,0.03145206323862313,0.004731401602260449,-0.009966115392258106,0.008312493455062289
93,/Users/gyf/Desktop/earning call analysis/CDW/2021/Q2/,0.03139643553531209,-0.0027738722507935866,-0.012983514144904491,0.011904003927843765
94,/Users/gyf/Desktop/earning call analysis/CDW/2021/Q3/,0.03086292448093989,-0.011509336630136752,-0.00910762541680018,0.005154810408537044
95,/Users/gyf/Desktop/earning call analysis/MAR/2021/Q1/,0.022707919453453795,0.01677123164631379,0.009353041557654108,-0.017658745560506412
96,/Users/gyf/Desktop/earning call analysis/MAR/2021/Q2/,0.02278285430012629,0.0214126529808348,0.005294791188062974,-0.008539944487656834
97,/Users/gyf/Desktop/earning call analysis/MAR/2021/Q3/,0.024432906642055836,0.027663209948709,0.000666372332961111,-0.004877125377740329
98,/Users/gyf/Desktop/earning call analysis/VRSN/2022/Q1/,0.022501544783602275,0.02963018504132442,-0.0011282983599306612,-0.017793387371013564
99,/Users/gyf/Desktop/earning call analysis/VRSN/2021/Q1/,0.025452979790099986,0.03290696595157129,-0.0011116411046195468,-0.018141839167529754
100,/Users/gyf/Desktop/earning call analysis/VRSN/2021/Q2/,0.02419341058144847,0.03274742535405625,0.0008836257109918535,-0.017299380107534974
101,/Users/gyf/Desktop/earning call analysis/VRSN/2021/Q4/,0.025103049723775604,0.0319971423579819,-0.0037062030447976807,-0.018481481595186835
102,/Users/gyf/Desktop/earning call analysis/VRSN/2021/Q3/,0.024326358069373527,0.037473525067690305,-0.002928105120280698,-0.017242924904088637
103,/Users/gyf/Desktop/earning call analysis/FITB/2021/Q1/,0.02617201635446763,0.054380571305792366,-0.055163655389059776,-0.02696576793045026
104,/Users/gyf/Desktop/earning call analysis/FITB/2021/Q2/,0.027465842276911127,0.05070377160046531,-0.06349941964597725,-0.026048431710666592
105,/Users/gyf/Desktop/earning call analysis/FITB/2021/Q4/,0.027584544828658963,0.04674163945677043,-0.062042726580467764,-0.025346747130090365
106,/Users/gyf/Desktop/earning call analysis/FITB/2021/Q3/,0.02604845113137845,0.05679874731818356,-0.06255231388367553,-0.01881885846210287
107,/Users/gyf/Desktop/earning call analysis/ABC/2021/Q2/,0.022547860650566,-0.016981796201744344,0.00336584599814265,0.006305969894249389
108,/Users/gyf/Desktop/earning call analysis/ABC/2021/Q4/,0.020270617038545085,-0.017449508632447683,-0.003792273159482068,0.01101547158820975
109,/Users/gyf/Desktop/earning call analysis/ABC/2021/Q3/,0.01849758141234129,-0.01591294372084474,0.0028101892859034765,0.00935208692103235
110,/Users/gyf/Desktop/earning call analysis/KMI/2022/Q1/,0.021857920071669264,0.029175373936782763,0.03804795464208999,-0.003155298863128078
111,/Users/gyf/Desktop/earning call analysis/KMI/2021/Q1/,0.02229909893079841,0.036594697232446946,0.04481481115084647,-0.0027592528058377123
112,/Users/gyf/Desktop/earning call analysis/KMI/2021/Q2/,0.022470715019923662,0.03967378699089254,0.038030392006766556,-0.009066984021196184
113,/Users/gyf/Desktop/earning call analysis/KMI/2021/Q4/,0.023040530850521126,0.02847218155509238,0.032489165041844535,-0.007575263904821096
114,/Users/gyf/Desktop/earning call analysis/KMI/2021/Q3/,0.024177210206971587,0.04122372763551438,0.03385481740994908,-0.004266892315561146
115,/Users/gyf/Desktop/earning call analysis/SPGI/2022/Q1/,0.02888675773575694,0.0010950627254301389,-0.017192257189162726,-0.010965274457233717
116,/Users/gyf/Desktop/earning call analysis/SPGI/2021/Q1/,0.024334720189343743,0.009959069465642399,-0.012635901999194768,-0.009051414312895361
117,/Users/gyf/Desktop/earning call analysis/SPGI/2021/Q2/,0.024849711532733312,0.01454861984697395,-0.022255114869145765,-0.009819993345919048
118,/Users/gyf/Desktop/earning call analysis/SPGI/2021/Q4/,0.023818355812117,-0.002485073500246954,-0.009141801293297844,-0.0009614636431483576
119,/Users/gyf/Desktop/earning call analysis/SPGI/2021/Q3/,0.023033258644491416,0.01324777824510302,-0.017300773739237243,-0.006351549974674234
120,/Users/gyf/Desktop/earning call analysis/ALLE/2021/Q1/,0.027021718448854065,-0.0044974768965544785,-0.004520268000422875,0.010698787017045276
121,/Users/gyf/Desktop/earning call analysis/ALLE/2021/Q2/,0.028154896379325518,0.002150828128612214,-0.007444619148121783,0.023694500930950994
122,/Users/gyf/Desktop/earning call analysis/ALLE/2021/Q3/,0.025233154246184466,0.005956329939888487,-0.0015312478531030267,0.020706332392361256
123,/Users/gyf/Desktop/earning call analysis/SYK/2021/Q1/,0.02182846844412686,-0.004423743168288862,-0.019669030329295092,0.049501606297587056
124,/Users/gyf/Desktop/earning call analysis/SYK/2021/Q2/,0.020290012754990254,-0.007202256690317673,-0.020544967849829086,0.04583181333854425
125,/Users/gyf/Desktop/earning call analysis/SYK/2021/Q3/,0.020577836625986962,-0.005309205309717549,-0.02124692510572635,0.04800156559534714
126,/Users/gyf/Desktop/earning call analysis/MMC/2022/Q1/,0.0252524160251041,0.017820647851771426,-0.015254583254805826,-0.0033150774249785303
127,/Users/gyf/Desktop/earning call analysis/MMC/2021/Q1/,0.024739652729876202,0.012859448005176738,-0.021617396274648242,-0.0015628655274639936
128,/Users/gyf/Desktop/earning call analysis/MMC/2021/Q2/,0.02402219997319863,0.013146555160840147,-0.03053683578750757,-0.0021813701125633737
129,/Users/gyf/Desktop/earning call analysis/MMC/2021/Q4/,0.02052667609347023,-0.0017340723184401721,-0.017445893955717724,-0.004264010744089984
130,/Users/gyf/Desktop/earning call analysis/MMC/2021/Q3/,0.02445027893951993,0.01519475883827329,-0.03424137529852127,-0.002816342305689982
131,/Users/gyf/Desktop/earning call analysis/MPWR/2022/Q1/,0.01824807580378806,-0.011785086044822294,0.026408828133666518,-0.04385294071712263
132,/Users/gyf/Desktop/earning call analysis/MPWR/2021/Q1/,0.02460080742489043,0.033342061158502016,-0.032525162114232994,-0.023300559344534618
133,/Users/gyf/Desktop/earning call analysis/MPWR/2021/Q2/,0.018114002325097283,-0.005295875718746999,0.022054224913500467,-0.035786054611390804
134,/Users/gyf/Desktop/earning call analysis/MPWR/2021/Q4/,0.016386110760947634,-0.010672052653281843,0.02071531465196903,-0.037715103707727425
135,/Users/gyf/Desktop/earning call analysis/MPWR/2021/Q3/,0.023652638189975015,0.04333324612058893,-0.03534901825325927,-0.016746254678067132
136,/Users/gyf/Desktop/earning call analysis/DXCM/2022/Q1/,0.02655330495433333,-0.002834096577691209,-0.0037834412768642293,-0.008625242194849985
137,/Users/gyf/Desktop/earning call analysis/DXCM/2021/Q1/,0.02580655244901505,-0.006943190687379799,0.004497279239314396,-0.006868632761317056
138,/Users/gyf/Desktop/earning call analysis/DXCM/2021/Q2/,0.02164177959403281,-0.010029415107822114,0.004666134943303147,-0.005349738155481463
139,/Users/gyf/Desktop/earning call analysis/DXCM/2021/Q4/,0.024843839972603327,-0.009016682734109327,-0.0027018853290529717,-0.0071946575509349965
140,/Users/gyf/Desktop/earning call analysis/DXCM/2021/Q3/,0.02367358704873165,-0.006435451606902519,-0.006353968857556966,-0.007235363768860674
141,/Users/gyf/Desktop/earning call analysis/PEP/2021/Q1/,0.009641763645481598,0.00509375348393784,0.023762826991586536,-0.008635946904765095
142,/Users/gyf/Desktop/earning call analysis/PEP/2021/Q2/,0.009947481367141518,0.0019943540378315546,0.02357199732839879,-0.009637601909426523
143,/Users/gyf/Desktop/earning call analysis/PEP/2021/Q3/,0.01016006289630509,-0.000580294357276506,0.021117638294992375,-0.009689887629706158
144,/Users/gyf/Desktop/earning call analysis/FRT/2021/Q1/,0.019393475672790816,0.020457359460921892,0.01657789034914172,-0.020280631742959767
145,/Users/gyf/Desktop/earning call analysis/FRT/2021/Q2/,0.01988237489520922,0.02985149023520944,0.011286994822978876,-0.021804045587381363
146,/Users/gyf/Desktop/earning call analysis/FRT/2021/Q3/,0.020015531727871946,0.024771014281516113,0.008047714146202235,-0.015719866450190544
147,/Users/gyf/Desktop/earning call analysis/SNPS/2021/Q2/,0.018723236907574128,-0.030915929330290002,0.006029233878869682,-0.02617598902888234
148,/Users/gyf/Desktop/earning call analysis/SNPS/2021/Q4/,0.019784073956471963,-0.03797238304064089,0.009911299059556018,-0.03165378655881206
149,/Users/gyf/Desktop/earning call analysis/SNPS/2021/Q3/,0.019827106758781687,-0.031304082002062895,0.0038000074663267804,-0.035874573914057524
150,/Users/gyf/Desktop/earning call analysis/PLD/2022/Q1/,0.021697817937521395,0.019345519032971832,0.011656732144370343,-0.008343733551129964
151,/Users/gyf/Desktop/earning call analysis/PLD/2021/Q1/,0.022295281603790826,0.02502902654392309,0.0038022185655012205,-0.0057454725894639375
152,/Users/gyf/Desktop/earning call analysis/PLD/2021/Q2/,0.021111747838426138,0.02624908794556228,0.00225597687967187,-0.006460687143020707
153,/Users/gyf/Desktop/earning call analysis/PLD/2021/Q4/,0.023762262485832335,0.004069854990761418,0.004228600454575161,-0.0088782018739334
154,/Users/gyf/Desktop/earning call analysis/PLD/2021/Q3/,0.019462341167306985,0.02114810865534963,0.007730091303101226,-0.009375733749282838
155,/Users/gyf/Desktop/earning call analysis/MMM/2022/Q1/,0.029836522279895104,-0.011111658087404894,0.006108749314695146,0.03381523753903757
156,/Users/gyf/Desktop/earning call analysis/MMM/2021/Q1/,0.02926594301211181,-0.01868797524339136,0.006216057350562048,0.04359163686759293
157,/Users/gyf/Desktop/earning call analysis/MMM/2021/Q2/,0.029922582965072286,-0.015521111313836922,-0.0014585266096333908,0.04404542698095747
158,/Users/gyf/Desktop/earning call analysis/MMM/2021/Q4/,0.02990665838822174,-0.020591209305387256,0.0006444973191422546,0.03449470389185756
159,/Users/gyf/Desktop/earning call analysis/MMM/2021/Q3/,0.028956041618302356,-0.019994073269944245,0.004031757404815136,0.04072855202091831
160,/Users/gyf/Desktop/earning call analysis/EMN/2021/Q1/,0.016539173365577697,0.0024938957172245414,0.02191089058344226,0.0053307098326702
161,/Users/gyf/Desktop/earning call analysis/EMN/2021/Q2/,0.009823699208570551,0.013185664400153906,0.011767011035617874,-0.008454254951758966
162,/Users/gyf/Desktop/earning call analysis/EMN/2021/Q3/,0.010218942363523028,0.014576820729938352,0.012628718719387066,-0.007938433827704233
163,/Users/gyf/Desktop/earning call analysis/NXPI/2022/Q1/,0.029677015968935336,-0.004515276226061554,0.0031626709518594734,-0.00750900952254185
164,/Users/gyf/Desktop/earning call analysis/NXPI/2021/Q1/,0.027939357836966522,0.01367699783593392,0.009647834538996675,-0.011713773596055275
165,/Users/gyf/Desktop/earning call analysis/NXPI/2021/Q2/,0.027983536845863154,0.012447269928703309,-0.0010916239053244147,-0.0072341512404977245
166,/Users/gyf/Desktop/earning call analysis/NXPI/2021/Q4/,0.031544439121836056,-0.009293930341924973,-0.006481370979756488,-0.0186996062582912
167,/Users/gyf/Desktop/earning call analysis/NXPI/2021/Q3/,0.025514712052037515,0.00023056463683767138,0.006646655165998997,-0.012584253549629321
168,/Users/gyf/Desktop/earning call analysis/BF.B/2022/Q1/,0.020284766738480262,-0.016959404892016975,-0.010531953361377576,0.028765501493511612
169,/Users/gyf/Desktop/earning call analysis/BF.B/2022/Q2/,0.01955691852724976,-0.018886617844851575,-0.0021327888024451364,0.029690617671827985
170,/Users/gyf/Desktop/earning call analysis/AMT/2022/Q1/,0.026927830914865215,-0.017140573976388847,-0.004395331887141172,-0.004934082597226604
171,/Users/gyf/Desktop/earning call analysis/AMT/2021/Q1/,0.02467254254510887,-0.021015850619762334,0.005926341747750577,-0.013912576179440245
172,/Users/gyf/Desktop/earning call analysis/AMT/2021/Q2/,0.024668371532394585,-0.020226587541301203,2.572405834694668e-05,-0.005927128565254406
173,/Users/gyf/Desktop/earning call analysis/AMT/2021/Q4/,0.022099437502816652,-0.015710569888350914,0.002875635516625668,-0.0071547219153798676
174,/Users/gyf/Desktop/earning call analysis/AMT/2021/Q3/,0.02380937963376365,-0.024468272253383317,0.005023870725192853,-0.014840355075563152
175,/Users/gyf/Desktop/earning call analysis/ADI/2021/Q2/,0.025051486944929195,-0.006725337337998878,0.009667582609822674,-0.006607436349731229
176,/Users/gyf/Desktop/earning call analysis/ADI/2021/Q4/,0.021344785234941675,-0.01941576374934268,0.0031783027662263237,-0.014628317428109728
177,/Users/gyf/Desktop/earning call analysis/ADI/2021/Q3/,0.02152834693691026,-0.010248715240083934,0.0037411845838145625,-0.008987423428925823
178,/Users/gyf/Desktop/earning call analysis/MAA/2021/Q1/,0.022418761027264915,0.017238647151079815,0.014199305269471715,-0.006277458818356971
179,/Users/gyf/Desktop/earning call analysis/MAA/2021/Q2/,0.020679987239643767,0.006282678598483782,0.005710821490269611,0.002736714396519642
180,/Users/gyf/Desktop/earning call analysis/MAA/2021/Q3/,0.02204448389568581,0.00599044943176703,0.010325854627292337,-0.0006819417167558159
181,/Users/gyf/Desktop/earning call analysis/DRE/2021/Q1/,0.022891459412853275,0.02378664849858283,0.001383113725794648,-0.0033883971584235907
182,/Users/gyf/Desktop/earning call analysis/DRE/2021/Q2/,0.022304225242065802,0.02336512886342858,0.007885974608739094,-0.009504154017378592
183,/Users/gyf/Desktop/earning call analysis/DRE/2021/Q3/,0.02237598846448013,0.01876730311915557,0.005351370132254953,-0.004993332519238781
184,/Users/gyf/Desktop/earning call analysis/HWM/2021/Q1/,0.020648086891609664,0.018106888455881945,0.004530113975751717,-0.003357019445862942
185,/Users/gyf/Desktop/earning call analysis/HWM/2021/Q2/,0.022290006732221194,0.020391290438471373,0.0021983451511620195,-0.0014094708116941842
186,/Users/gyf/Desktop/earning call analysis/HWM/2021/Q3/,0.022908837081155698,0.023245395019135463,-0.007111013567950623,4.740127869241108e-05
187,/Users/gyf/Desktop/earning call analysis/MAS/2021/Q1/,0.025548126623831578,0.00773101407581107,-0.015768076748728797,0.04074005858715001
188,/Users/gyf/Desktop/earning call analysis/MAS/2021/Q2/,0.02525423992616096,0.008186100135732588,-0.014508758097732215,0.04911553865160855
189,/Users/gyf/Desktop/earning call analysis/MAS/2021/Q3/,0.024616359831077492,0.010292626249779627,-0.010797131800701128,0.04451255562020872
190,/Users/gyf/Desktop/earning call analysis/FTV/2021/Q1/,0.027156690869062063,-0.019649363709087285,-0.01277104243714593,0.01347894907854448
191,/Users/gyf/Desktop/earning call analysis/FTV/2021/Q2/,0.02664575196671226,-0.020635811580646143,-0.008845686348188211,0.014048144492936706
192,/Users/gyf/Desktop/earning call analysis/FTV/2021/Q3/,0.02733688327715424,-0.02705407243947286,-0.01634067461667042,0.016599059833081894
