,Unnamed: 0,Ticker,Sector,Date,Year,Quarter,Earnings_url,Path,Trailing_pe
797,797,EQR,Real Estate,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/equity-residential-eqr-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/EQR/2021/Q3/,20.806046
798,798,ODFL,Industrials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/old-dominion-freight-line-inc-odfl-q3-2021-earning/,/Users/gyf/Desktop/earning call analysis/ODFL/2021/Q3/,26.742907
799,799,BSX,Health Care,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/boston-scientific-corp-bsx-q3-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/BSX/2021/Q3/,75.00001
800,800,TEL,Information Technology,2021-10-27,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/10/27/te-connectivity-ltd-tel-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/TEL/2021/Q4/,16.336372
801,801,TDY,Industrials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/teledyne-technologies-incorporated-tdy-q3-2021-ear/,/Users/gyf/Desktop/earning call analysis/TDY/2021/Q3/,32.278286
802,802,IP,Materials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/international-paper-co-ip-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/IP/2021/Q3/,10.541346
803,803,CME,Financials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/cme-group-inc-cme-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CME/2021/Q3/,28.876104
804,804,MAS,Industrials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/masco-corporation-mas-q3-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/MAS/2021/Q3/,30.293633
805,805,HLT,Consumer Discretionary,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/hilton-worldwide-holdings-inc-hlt-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/HLT/2021/Q3/,948.49994
806,806,HES,Energy,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/hess-corporation-hes-q3-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/HES/2021/Q3/,185.6872
807,807,TER,Information Technology,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/teradyne-inc-ter-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TER/2021/Q3/,19.59691
808,808,IEX,Industrials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/idex-iex-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IEX/2021/Q3/,32.94954
809,809,GRMN,Consumer Discretionary,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/garmin-ltd-grmn-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/GRMN/2021/Q3/,17.22687
810,810,ROL,Industrials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/rollins-inc-rol-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ROL/2021/Q3/,49.23621
811,811,FISV,Information Technology,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/fiserv-inc-fisv-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/FISV/2021/Q3/,49.88083
812,812,AMP,Financials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/ameriprise-financial-inc-amp-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/AMP/2021/Q3/,10.022674
813,813,DTE,Utilities,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/dte-energy-company-dte-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/DTE/2021/Q3/,27.972916
814,814,ADP,Information Technology,2021-10-27,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/10/27/automatic-data-processing-inc-adp-q1-2022-earnings/,/Users/gyf/Desktop/earning call analysis/ADP/2022/Q1/,30.775023
815,815,KHC,Consumer Staples,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/the-kraft-heinz-co-khc-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/KHC/2021/Q3/,44.5303
816,816,NSC,Industrials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/norfolk-southern-corporation-nsc-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/NSC/2021/Q3/,19.92777
817,817,MCD,Consumer Discretionary,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/mcdonalds-corporation-mcd-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/MCD/2021/Q3/,25.718733
818,818,CB,Financials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/chubb-ltd-cb-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CB/2021/Q3/,10.577274
819,819,MSFT,Information Technology,2021-10-27,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/10/27/microsoft-msft-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MSFT/2022/Q1/,29.284035
820,820,DLR,Real Estate,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/digital-realty-trust-dlr-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/DLR/2021/Q3/,54.28089
821,821,V,Information Technology,2021-10-27,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/10/27/visa-v-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/V/2021/Q4/,0.0
822,822,ENPH,Information Technology,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/enphase-energy-inc-enph-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/ENPH/2021/Q3/,131.47691
823,823,AMD,Information Technology,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/advanced-micro-devices-amd-q3-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/AMD/2021/Q3/,29.185688
824,824,COF,Financials,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/capital-one-financial-cof-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/COF/2021/Q3/,4.2626877
825,825,TWTR,Communication Services,2021-10-27,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/27/twitter-inc-twtr-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TWTR/2021/Q3/,0.0
826,826,CHRW,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/ch-robinson-worldwide-inc-chrw-q3-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/CHRW/2021/Q3/,18.96564
827,827,JNPR,Information Technology,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/juniper-networks-inc-jnpr-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/JNPR/2021/Q3/,67.32223
828,828,WM,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/waste-management-wm-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/WM/2021/Q3/,34.81563
829,829,MSCI,Financials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/msci-msci-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MSCI/2021/Q3/,43.883465
830,830,GE,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/general-electric-ge-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/GE/2021/Q3/,0.0
831,831,MMM,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/3m-mmm-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MMM/2021/Q3/,15.615896
832,832,ARE,Real Estate,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/alexandria-real-estate-equities-inc-are-q3-2021-ea/,/Users/gyf/Desktop/earning call analysis/ARE/2021/Q3/,62.150375
833,833,GOOGL,Communication Services,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/alphabet-inc-googl-q3-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/GOOGL/2021/Q3/,20.651987
834,834,FFIV,Information Technology,2021-10-26,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/10/26/f5-networks-inc-ffiv-q4-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/FFIV/2021/Q4/,29.377974
835,835,FBHS,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/fortune-brands-home-security-inc-fbhs-q3-2021-earn/,/Users/gyf/Desktop/earning call analysis/FBHS/2021/Q3/,12.20345
836,836,TXN,Information Technology,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/texas-instruments-incorporated-txn-q3-2021-earning/,/Users/gyf/Desktop/earning call analysis/TXN/2021/Q3/,21.648691
837,837,SHW,Materials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/the-sherwin-williams-company-shw-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/SHW/2021/Q3/,37.185917
838,838,ADM,Consumer Staples,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/archer-daniels-midland-company-adm-q3-2021-earning/,/Users/gyf/Desktop/earning call analysis/ADM/2021/Q3/,18.809158
839,839,PHM,Consumer Discretionary,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/pultegroup-inc-phm-q3-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/PHM/2021/Q3/,6.581593
840,840,ECL,Materials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/ecolab-inc-ecl-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ECL/2021/Q3/,40.754284
841,841,LMT,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/lockheed-martin-corporation-lmt-q3-2021-earnings-c/,/Users/gyf/Desktop/earning call analysis/LMT/2021/Q3/,20.184256
842,842,PCAR,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/paccar-inc-pcar-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PCAR/2021/Q3/,16.575697
843,843,LLY,Health Care,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/eli-lilly-and-company-lly-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/LLY/2021/Q3/,45.790836
844,844,GLW,Information Technology,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/corning-glw-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/GLW/2021/Q3/,35.009964
845,845,IVZ,Financials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/invesco-ltd-ivz-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IVZ/2021/Q3/,6.208656
846,846,PNR,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/pentair-plc-pnr-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PNR/2021/Q3/,15.249845
847,847,PKG,Materials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/packaging-corporation-of-america-pkg-q3-2021-earni/,/Users/gyf/Desktop/earning call analysis/PKG/2021/Q3/,19.78092
848,848,CNC,Health Care,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/centene-corporation-cnc-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/CNC/2021/Q3/,33.494667
849,849,HAS,Consumer Discretionary,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/hasbro-has-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HAS/2021/Q3/,33.76575
850,850,UPS,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/united-parcel-service-ups-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/UPS/2021/Q3/,14.67947
851,851,UHS,Health Care,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/universal-health-services-inc-clas-uhs-q3-2021-ear/,/Users/gyf/Desktop/earning call analysis/UHS/2021/Q3/,10.787895
852,852,SPGI,Financials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/sp-global-inc-spgi-q3-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/SPGI/2021/Q3/,28.923183
853,853,RTX,Industrials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/raytheon-technologies-corp-rtx-q3-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/RTX/2021/Q3/,41.977272
854,854,BRO,Financials,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/brown-brown-inc-bro-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/BRO/2021/Q3/,28.003904
855,855,FB,Communication Services,2021-10-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/26/facebook-fb-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/FB/2021/Q3/,14.294404
856,856,CDNS,Information Technology,2021-10-25,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/25/cadence-design-systems-inc-cdns-q3-2021-earnings-c/,/Users/gyf/Desktop/earning call analysis/CDNS/2021/Q3/,56.137096
857,857,KMB,Consumer Staples,2021-10-25,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/25/kimberly-clark-corporation-kmb-q3-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/KMB/2021/Q3/,23.613567
858,858,OTIS,Industrials,2021-10-25,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/25/otis-worldwide-corp-otis-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/OTIS/2021/Q3/,26.584496
859,859,CE,Materials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/celanese-corporation-ce-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/CE/2021/Q3/,5.854711
860,860,SLB,Energy,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/schlumberger-limited-slb-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/SLB/2021/Q3/,36.271477
861,861,HON,Industrials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/honeywell-international-hon-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/HON/2021/Q3/,25.784897
862,862,STX,Information Technology,2021-10-22,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/10/22/seagate-technology-plc-stx-q1-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/STX/2022/Q1/,10.141139
863,863,HCA,Health Care,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/hca-healthcare-hca-q3-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/HCA/2021/Q3/,9.951101
864,864,RF,Financials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/regions-financial-corporation-rf-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/RF/2021/Q3/,8.175031
865,865,VFC,Consumer Discretionary,2021-10-22,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/10/22/vf-corporation-vfc-q2-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/VFC/2022/Q2/,13.187448
866,866,AXP,Financials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/american-express-axp-q3-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/AXP/2021/Q3/,15.633753
867,867,WHR,Consumer Discretionary,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/whirlpool-corp-whr-q3-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/WHR/2021/Q3/,5.7538834
868,868,ROP,Industrials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/roper-technologies-inc-rop-q3-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/ROP/2021/Q3/,40.81997
869,869,T,Communication Services,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/att-t-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/T/2021/Q3/,157.13179
870,870,INTC,Information Technology,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/intel-intc-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/INTC/2021/Q3/,8.363707
871,871,ALK,Industrials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/alaska-air-group-alk-q3-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/ALK/2021/Q3/,438.17307
872,872,LUV,Industrials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/southwest-airlines-luv-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/LUV/2021/Q3/,0.0
873,873,SNA,Industrials,2021-10-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/22/snap-on-sna-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SNA/2021/Q3/,14.7997
874,874,SIVB,Financials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/svb-financial-group-sivb-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/SIVB/2021/Q3/,13.244976
875,875,RHI,Industrials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/robert-half-international-inc-rhi-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/RHI/2021/Q3/,19.681488
876,876,NUE,Materials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/nucor-corporation-nue-q3-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/NUE/2021/Q3/,7.2078786
877,877,GPC,Consumer Discretionary,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/genuine-parts-company-gpc-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/GPC/2021/Q3/,21.128683
878,878,CMG,Consumer Discretionary,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/chipotle-mexican-grill-inc-cmg-q3-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/CMG/2021/Q3/,53.910255
879,879,WRB,Financials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/w-r-berkley-corporation-wrb-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/WRB/2021/Q3/,13.65105
880,880,FCX,Materials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/freeport-mcmoran-inc-fcx-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/FCX/2021/Q3/,10.122938
881,881,VLO,Energy,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/valero-energy-vlo-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/VLO/2021/Q3/,20.634256
882,882,EFX,Industrials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/equifax-inc-efx-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EFX/2021/Q3/,34.61974
883,883,AAL,Industrials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/american-airlines-group-aal-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/AAL/2021/Q3/,0.0
884,884,DOW,Materials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/the-dow-chemical-company-dow-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/DOW/2021/Q3/,8.833225
885,885,POOL,Consumer Discretionary,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/pool-corporation-pool-q3-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/POOL/2021/Q3/,27.239883
886,886,CCI,Real Estate,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/crown-castle-international-corp-cci-q3-2021-earnin/,/Users/gyf/Desktop/earning call analysis/CCI/2021/Q3/,61.431553
887,887,TSCO,Consumer Discretionary,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/tractor-supply-company-tsco-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/TSCO/2021/Q3/,26.304182
888,888,IPG,Communication Services,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/the-interpublic-group-of-companies-inc-ipg-q3-2021/,/Users/gyf/Desktop/earning call analysis/IPG/2021/Q3/,18.003952
889,889,PPG,Materials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/ppg-industries-inc-ppg-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/PPG/2021/Q3/,20.240295
890,890,UNP,Industrials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/union-pacific-corporation-unp-q3-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/UNP/2021/Q3/,24.383503
891,891,GL,Financials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/globe-life-inc-gl-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/GL/2021/Q3/,13.06432
892,892,ALLE,Industrials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/allegion-plc-alle-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ALLE/2021/Q3/,21.46856
893,893,KEY,Financials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/keycorp-key-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/KEY/2021/Q3/,7.4868693
894,894,IQV,Health Care,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/iqvia-holdings-inc-iqv-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/IQV/2021/Q3/,37.273792
895,895,MMC,Financials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/marsh-mclennan-companies-inc-mmc-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/MMC/2021/Q3/,25.165478
896,896,DGX,Health Care,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/quest-diagnostics-inc-dgx-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/DGX/2021/Q3/,8.970345
897,897,DFS,Financials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/discover-financial-services-dfs-q3-2021-earnings-c/,/Users/gyf/Desktop/earning call analysis/DFS/2021/Q3/,6.056023
898,898,DHR,Health Care,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/danaher-corporation-dhr-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/DHR/2021/Q3/,28.47071
899,899,TSLA,Consumer Discretionary,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/tesla-tsla-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TSLA/2021/Q3/,235.33636
900,900,UAL,Industrials,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/united-airlines-holdings-inc-ual-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/UAL/2021/Q3/,0.0
901,901,KMI,Energy,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/kinder-morgan-kmi-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/KMI/2021/Q3/,25.260416
902,902,ASML,Information Technology,2021-10-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/21/asml-holding-nv-asml-q3-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/ASML/2021/Q3/,35.62662
903,903,MTB,Financials,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/m-t-bank-mtb-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MTB/2021/Q3/,11.735981
904,904,IBM,Information Technology,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/ibm-ibm-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IBM/2021/Q3/,25.582054
905,905,LVS,Consumer Discretionary,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/las-vegas-sands-lvs-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/LVS/2021/Q3/,0.0
906,906,LRCX,Information Technology,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/lam-research-corporation-lrcx-q3-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/LRCX/2021/Q3/,16.357983
907,907,CSX,Industrials,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/csx-corporation-csx-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/CSX/2021/Q3/,20.92511
908,908,CMA,Financials,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/comerica-incorporated-cma-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CMA/2021/Q3/,9.369942
909,909,CFG,Financials,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/citizens-financial-group-inc-cfg-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/CFG/2021/Q3/,7.6144576
910,910,ANTM,Health Care,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/anthem-inc-antm-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ANTM/2021/Q3/,22.238167
911,911,NTRS,Financials,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/northern-trust-corp-ntrs-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/NTRS/2021/Q3/,16.238169
912,912,MKTX,Financials,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/marketaxess-holdings-inc-mktx-q3-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MKTX/2021/Q3/,35.232555
913,913,ABT,Health Care,2021-10-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/10/20/abbott-laboratories-abt-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/ABT/2021/Q3/,25.46425
