,Unnamed: 0.1,Unnamed: 0,Ticker,Sector,Date,Year,Quarter,Earnings_url,Path,Target
30,30,30,MRO,Energy,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/marathon-oil-mro-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRO/2022/Q1/,0.0169797437923658
31,31,31,IR,Industrials,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/ingersoll-rand-inc-ir-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/IR/2022/Q1/,-0.0379969160689497
32,32,32,APA,Energy,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/apache-apa-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/APA/2022/Q1/,0.0680387754285831
33,33,33,ATO,Utilities,2022-05-05,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/05/atmos-energy-ato-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ATO/2022/Q2/,-0.001216962695882
34,34,34,EPAM,Information Technology,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/epam-systems-epam-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EPAM/2022/Q1/,0.0028901734104046
35,35,35,ALB,Materials,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/albemarle-alb-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ALB/2022/Q1/,0.0249894446600819
36,36,36,DDOG,Information Technology,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/datadog-ddog-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DDOG/2022/Q1/,-0.0167158550162739
37,37,37,CVS,Health Care,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/cvs-health-cvs-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CVS/2022/Q1/,0.0302875164514424
38,38,38,CTSH,Information Technology,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/cognizant-technology-solutions-ctsh-q1-2022-earnin/,/Users/gyf/Desktop/earning call analysis/CTSH/2022/Q1/,0.0260869321841142
39,39,39,BKNG,Consumer Discretionary,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/booking-holdings-bkng-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/BKNG/2022/Q1/,0.0102767008129253
40,40,40,CDAY,Information Technology,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/ceridian-hcm-holding-inc-cday-q1-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/CDAY/2022/Q1/,-0.0778902731389195
41,41,41,LUMN,Communication Services,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/lumen-technologies-lumn-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/LUMN/2022/Q1/,0.0084507188555477
42,42,42,PRU,Financials,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/prudential-financial-pru-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/PRU/2022/Q1/,-0.0343282409387006
43,43,43,OKE,Energy,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/oneok-oke-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/OKE/2022/Q1/,-0.0489977059707178
44,44,44,YUM,Consumer Discretionary,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/yum-brands-yum-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/YUM/2022/Q1/,-0.0242214125152335
45,45,45,IDXX,Health Care,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/idexx-laboratories-idxx-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/IDXX/2022/Q1/,-0.0636989432849827
46,46,46,JCI,Industrials,2022-05-04,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/04/johnson-controls-jci-q2-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/JCI/2022/Q2/,-0.0414012762497503
47,47,47,AIG,Financials,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/american-international-group-aig-q1-2022-earnings/,/Users/gyf/Desktop/earning call analysis/AIG/2022/Q1/,-0.0284641810121023
48,48,48,MTCH,Communication Services,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/match-group-mtch-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MTCH/2022/Q1/,-0.0834525539962957
49,49,49,JKHY,Information Technology,2022-05-04,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/04/jack-henry-associates-jkhy-q3-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/JKHY/2022/Q3/,-0.009736123460777
50,50,50,SBUX,Consumer Discretionary,2022-05-04,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/04/starbucks-sbux-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SBUX/2022/Q2/,-0.0509553657988183
51,51,51,PAYC,Information Technology,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/paycom-software-payc-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/PAYC/2022/Q1/,-0.0827240201226319
52,52,52,ABNB,Consumer Discretionary,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/airbnb-inc-abnb-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ABNB/2022/Q1/,-0.0838135289522297
53,53,53,AMD,Information Technology,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/advanced-micro-devices-amd-q1-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/AMD/2022/Q1/,-0.0558237328965961
54,54,54,SWKS,Information Technology,2022-05-04,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/04/skyworks-solutions-swks-q2-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/SWKS/2022/Q2/,-0.0536421774277441
55,55,55,AKAM,Information Technology,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/akamai-technologies-akam-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/AKAM/2022/Q1/,-0.0969244825386762
56,56,56,DVN,Energy,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/devon-energy-dvn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DVN/2022/Q1/,0.0538269936244467
57,57,57,MOS,Materials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/mosaic-mos-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MOS/2022/Q1/,-0.0104673310527259
58,58,58,NXPI,Information Technology,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/nxp-semiconductors-nxpi-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/NXPI/2022/Q1/,0.0440837340475523
59,59,59,HSIC,Health Care,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/henry-schein-hsic-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HSIC/2022/Q1/,0.0528751978688261
60,60,60,ETN,Industrials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/eaton-etn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ETN/2022/Q1/,0.0228543512271728
61,61,61,MPC,Energy,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/marathon-petroleum-mpc-q1-2022-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/MPC/2022/Q1/,0.0399352065548397
62,62,62,PGR,Financials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/progressive-pgr-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PGR/2022/Q1/,0.032166023995169
63,63,63,SEE,Materials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/sealed-air-see-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SEE/2022/Q1/,0.0443801079099147
64,64,64,SPGI,Financials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/sp-global-spgi-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SPGI/2022/Q1/,0.0130411878256223
65,65,65,FIS,Information Technology,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/fidelity-national-information-services-fis-q1-2022/,/Users/gyf/Desktop/earning call analysis/FIS/2022/Q1/,0.0468734911882137
66,66,66,FANG,Energy,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/diamondback-energy-fang-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/FANG/2022/Q1/,0.0468738876952681
67,67,67,VNO,Real Estate,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/vornado-realty-trust-vno-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/VNO/2022/Q1/,-0.0152415439561338
68,68,68,BIIB,Health Care,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/biogen-biib-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/BIIB/2022/Q1/,0.0213904191567905
69,69,69,ITW,Industrials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/illinois-tool-works-itw-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/ITW/2022/Q1/,0.0431439651824617
70,70,70,EL,Consumer Staples,2022-05-03,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/03/the-estee-lauder-companies-el-q3-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/EL/2022/Q3/,0.0478169000035362
71,71,71,DD,Materials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/dupont-de-nemours-inc-dd-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/DD/2022/Q1/,0.0361554929976338
72,72,72,CTLT,Health Care,2022-05-03,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/03/catalent-ctlt-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CTLT/2022/Q3/,0.0413207104443551
73,73,73,MGM,Consumer Discretionary,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/mgm-resorts-international-mgm-q1-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MGM/2022/Q1/,0.0044063723843175
74,74,74,MPWR,Information Technology,2022-05-02,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/02/monolithic-power-systems-mpwr-q1-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MPWR/2022/Q1/,0.1134422479690847
75,75,75,ANET,Information Technology,2022-05-02,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/02/arista-networks-anet-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/ANET/2022/Q1/,-0.0357686730976108
76,76,76,SEDG,Information Technology,2022-05-02,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/02/solaredge-technologies-sedg-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/SEDG/2022/Q1/,0.0288277620912651
77,77,77,ABBV,Health Care,2022-04-30,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/30/abbvie-abbv-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ABBV/2022/Q1/,0.0
78,78,78,PSX,Energy,2022-04-30,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/30/phillips-66-psx-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PSX/2022/Q1/,0.0
79,79,79,CPT,Real Estate,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/camden-property-trust-cpt-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CPT/2022/Q1/,-0.0416215106424923
80,80,80,CVX,Energy,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/chevron-cvx-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CVX/2022/Q1/,0.0196591681052639
81,81,81,HON,Industrials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/honeywell-international-hon-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/HON/2022/Q1/,0.0173634473966814
82,82,82,XOM,Energy,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/exxonmobil-xom-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/XOM/2022/Q1/,0.0136070810804618
83,83,83,LNT,Utilities,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/alliant-energy-lnt-q1-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/LNT/2022/Q1/,-0.0163238033795713
84,84,84,BMY,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/bristol-myers-squibb-bmy-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/BMY/2022/Q1/,-0.0025241772350898
85,85,85,CINF,Financials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/cincinnati-financial-cinf-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CINF/2022/Q1/,-0.0155715278418778
86,86,86,AON,Financials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/aon-aon-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AON/2022/Q1/,-0.0203826359117909
87,87,87,LUV,Industrials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/southwest-airlines-luv-q1-2022-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/LUV/2022/Q1/,-0.0040668329717862
88,88,88,DXCM,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/dexcom-dxcm-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DXCM/2022/Q1/,-0.0035243329853441
89,89,89,WST,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/west-pharmaceutical-services-wst-q1-2022-earnings/,/Users/gyf/Desktop/earning call analysis/WST/2022/Q1/,-0.008918928395761
90,90,90,KLAC,Information Technology,2022-04-29,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/29/kla-tencor-klac-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/KLAC/2022/Q3/,0.0231159702345129
91,91,91,GILD,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/gilead-sciences-gild-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/GILD/2022/Q1/,0.0163464984531319
92,92,92,TEAM,Information Technology,2022-04-29,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/29/atlassian-team-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TEAM/2022/Q3/,0.0464795483838259
93,93,93,AAPL,Information Technology,2022-04-29,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/04/29/apple-aapl-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AAPL/2022/Q2/,0.0019664626031408
94,94,94,DLR,Real Estate,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/digital-realty-trust-dlr-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/DLR/2022/Q1/,-0.0331234362142496
95,95,95,WDC,Information Technology,2022-04-29,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/29/western-digital-wdc-q3-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/WDC/2022/Q3/,0.0160165532129066
96,96,96,RMD,Health Care,2022-04-28,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/28/resmed-rmd-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/RMD/2022/Q3/,-0.0634162036180432
97,97,97,SGEN,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/seagen-inc-sgen-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SGEN/2022/Q1/,0.0059893941863343
98,98,98,AMZN,Consumer Discretionary,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/amazon-amzn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AMZN/2022/Q1/,-0.1404944305125768
99,99,99,MA,Information Technology,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/mastercard-ma-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MA/2022/Q1/,-0.040783417989816
100,100,100,INTC,Information Technology,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/intel-intc-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/INTC/2022/Q1/,-0.0693851406791773
101,101,101,VRSN,Information Technology,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/verisign-vrsn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/VRSN/2022/Q1/,-0.1426446405754207
102,102,102,NOC,Industrials,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/northrop-grumman-noc-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/NOC/2022/Q1/,-0.0129613840941841
103,103,103,LLY,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/eli-lilly-and-company-lly-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/LLY/2022/Q1/,-0.0172906257638505
104,104,104,TMO,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/thermo-fisher-scientific-tmo-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/TMO/2022/Q1/,-0.0106819438204431
105,105,105,LH,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/laboratory-corporation-of-america-lh-q1-2022-earni/,/Users/gyf/Desktop/earning call analysis/LH/2022/Q1/,-0.0015790113730158
106,106,106,MO,Consumer Staples,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/altria-group-mo-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MO/2022/Q1/,0.006702879108168
107,107,107,PHM,Consumer Discretionary,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/pultegroup-phm-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PHM/2022/Q1/,-0.0404412251313866
108,108,108,IRM,Real Estate,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/iron-mountain-irm-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IRM/2022/Q1/,-0.035541187843749
109,109,109,SIRI,Communication Services,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/sirius-xm-holdings-inc-siri-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/SIRI/2022/Q1/,-0.0491283590476526
